ID,State,Region,Year,tax,T,c,K,E,mu,lam,D,Y,L,A,sigma,th1,pb,EL
1,1,USA,2005,0.0,0.83,30.939667249842817,22.836777421391513,1.662133455,0.0,0.0,0.0009614661661376415,12.397900200000004,0.296842578,11.3498299334192,0.13406572308107464,0.06032957538648359,1260.0,0.0
2,1,USA,2015,34.66088021519903,0.98,36.98525767271265,32.017808993444696,1.4237947001531917,0.1396202189019251,0.00017628342614597843,0.001349800162673819,16.278592798541464,0.32586437638060806,12.614602115076549,0.10165770862997016,0.04368740028372967,1203.3,0.0
3,1,USA,2025,58.778464062732496,1.1765953037815797,43.213396152506824,42.01605865628416,1.4395909193511347,0.19138571209783775,0.00034707336780632743,0.0019582265473412413,20.54704718269541,0.351756152001545,13.910912977138775,0.0866459503387193,0.035569245688423505,1149.435,0.0
4,1,USA,2035,80.00146313434205,1.39875492102985,49.81191454296848,52.99194705287785,1.4409180902002758,0.23347129357777732,0.0004998179880139984,0.00278156577606985,25.113149328772387,0.37261088410817067,15.232084502358349,0.0748530827349242,0.029360139256063122,1098.26325,0.0
5,1,USA,2045,105.3958992189993,1.6291428812698499,56.731889939420086,64.70510512886024,1.4109863716140116,0.27902671547180413,0.0006880721062222278,0.0037875897536255006,29.899533512493196,0.3890518333376647,16.57210293194411,0.06545445846414674,0.02453724216219884,1049.6500875,0.0
6,1,USA,2055,137.94896319696372,1.8553646323260522,64.07478561795052,76.94572464588289,1.3404902130634115,0.33160900699598755,0.0009429943558591107,0.004926200532296574,34.65955416497018,0.39875208457544326,17.925676198053914,0.05786421779164617,0.020737452420286358,1003.4675831249999,0.0
7,1,USA,2065,175.2520956711687,2.0685382601011613,71.64068658871696,89.07173346413535,1.242383393785936,0.38862215292344954,0.0012553211677180799,0.006135863908167101,39.33669076246274,0.4041540982627922,19.288255907254044,0.051659252516662195,0.017704256891552538,959.59420396875,0.0
8,1,USA,2075,216.41319678615181,2.2630996549344373,79.2082668831476,100.93842004419969,1.1319871232655077,0.4489673372101742,0.0016202129416872317,0.007355708133037543,44.1506939660185,0.4096292946443693,20.656031067947467,0.0465293097239361,0.015253545635974601,917.9144937703124,0.0
9,1,USA,2085,261.4485852038366,2.436066019662583,86.90695950983947,113.11268059501471,1.0141892801803596,0.5117908431694972,0.0020310222444299675,0.008532950378727642,49.175816428013476,0.4151786651480095,22.02590038527575,0.04224365782252538,0.013251213407211825,878.3187690817967,0.0
10,1,USA,2095,313.1982862661066,2.5862990461823294,94.77354241692153,125.78804302624263,0.8971358737238724,0.5733489024025822,0.002443232705729422,0.009626340943433901,54.43499159091909,0.42080321463271697,23.39542924680807,0.03862844232252068,0.011598228858315091,840.7028306277069,0.0
11,1,USA,2105,359.5387615257985,2.712256292266817,102.88371959606212,139.03237412358175,0.7370173295282174,0.6533518674534379,0.003103737412043239,0.010593833336225725,59.80483045123092,0.42518113453181383,24.762796651641832,0.03555106138070911,0.01022051990162532,804.9676890963216,0.0
12,1,USA,2115,420.1296740741018,2.8044446859657186,111.20475657335548,152.50020225860277,0.5755979016111655,0.7317551759412534,0.0037796287336749022,0.01133129838487666,65.20339039262878,0.4282721572408945,26.126736412491706,0.032909226357119285,0.009062017436484292,771.0193046415055,0.0
13,1,USA,2125,494.8320763245227,2.8647495962387173,119.62175218364273,166.03245171451678,0.42366573489142356,0.8043905341736136,0.004392464250775204,0.011827133613558026,70.72662677824655,0.43138565136418455,27.486476065642574,0.030623196997500903,0.008079802997589853,738.7683394094302,0.0
14,1,USA,2135,580.0211055755525,2.889304315832176,128.0614610556105,179.8977084494197,0.13939835041587834,0.9362768842030714,0.006021591914503225,0.012032067451170907,76.40754923229677,0.4345217802665323,28.841676107299076,0.028630198673843765,0.007240678702257487,708.1299224389587,0.0
15,1,USA,2145,595.6082661838259,2.8769055773776766,136.79695619241537,193.99019461903225,0.019976854042007903,0.9909624507349044,0.00635509370116984,0.011928367501949002,82.23209277920336,0.437680708500432,30.192371463362537,0.026880359688187614,0.006518712120038145,679.0234263170107,0.0
